,open_time,o,h,l,c,v,close_time,qav,num_trades,taker_base_vol,taker_quote_vol,ignore
2021-07-25 16:02:59.999,1627254120000,1.21670000,1.21670000,1.21660000,1.21670000,672.84000000,1627254179999,818.62781000,3,672.84000000,818.62781000,0
2021-07-25 16:03:59.999,1627254180000,1.21690000,1.21890000,1.21690000,1.21870000,7453.36000000,1627254239999,9079.75803800,26,5464.18000000,6656.42562500,0
2021-07-25 16:04:59.999,1627254240000,1.21880000,1.21890000,1.21860000,1.21860000,175.23000000,1627254299999,213.55122100,4,75.23000000,91.69122100,0
2021-07-25 16:05:59.999,1627254300000,1.21890000,1.21890000,1.21770000,1.21770000,9737.17000000,1627254359999,11861.78013000,16,8979.82000000,10939.41877500,0
2021-07-25 16:06:59.999,1627254360000,1.21820000,1.21870000,1.21820000,1.21850000,1188.19000000,1627254419999,1447.62349700,12,627.08000000,764.07065200,0
2021-07-25 16:07:59.999,1627254420000,1.21890000,1.21970000,1.21870000,1.21940000,11615.75000000,1627254479999,14160.32039100,69,4944.77000000,6028.68095600,0
2021-07-25 16:08:59.999,1627254480000,1.21890000,1.21990000,1.21890000,1.21990000,2124.88000000,1627254539999,2591.74525600,22,1614.64000000,1969.64288800,0
2021-07-25 16:09:59.999,1627254540000,1.21990000,1.21990000,1.21930000,1.21930000,3002.60000000,1627254599999,3662.72635700,16,2603.17000000,3175.59443500,0
2021-07-25 16:10:59.999,1627254600000,1.21970000,1.21980000,1.21900000,1.21970000,4412.17000000,1627254659999,5380.09949200,16,2146.38000000,2617.36689900,0
2021-07-25 16:11:59.999,1627254660000,1.21960000,1.22050000,1.21960000,1.22040000,31687.89000000,1627254719999,38660.02319100,97,30004.89000000,36606.25829100,0
2021-07-25 16:12:59.999,1627254720000,1.22040000,1.22200000,1.21890000,1.21900000,92749.71000000,1627254779999,113229.97845900,186,66662.65000000,81409.95729100,0
2021-07-25 16:13:59.999,1627254780000,1.21890000,1.21890000,1.21570000,1.21570000,16546.89000000,1627254839999,20155.36927300,59,687.54000000,836.91944400,0
2021-07-25 16:14:59.999,1627254840000,1.21560000,1.21560000,1.21370000,1.21380000,8548.21000000,1627254899999,10382.21930700,92,2354.84000000,2860.31981500,0
2021-07-25 16:15:59.999,1627254900000,1.21370000,1.21400000,1.21310000,1.21370000,14535.63000000,1627254959999,17641.21736300,53,5728.89000000,6953.47586600,0
