,open_time,o,h,l,c,v,close_time,qav,num_trades,taker_base_vol,taker_quote_vol,ignore
2021-07-25 16:24:59.999,1627255440000,34776.61000000,34793.38000000,34723.01000000,34793.38000000,18.00147900,1627255499999,625617.87080856,445,7.96972500,276965.86260342,0
2021-07-25 16:25:59.999,1627255500000,34793.38000000,34814.63000000,34780.00000000,34810.00000000,8.37937700,1627255559999,291636.34670963,333,4.34550200,151240.72120585,0
2021-07-25 16:26:59.999,1627255560000,34810.01000000,34827.95000000,34800.99000000,34825.33000000,3.96777100,1627255619999,138137.03429452,210,1.76728100,61527.43619931,0
2021-07-25 16:27:59.999,1627255620000,34827.94000000,34860.00000000,34826.53000000,34850.00000000,20.01222500,1627255679999,697525.50285250,482,15.19399700,529603.25063024,0
2021-07-25 16:28:59.999,1627255680000,34849.99000000,34900.00000000,34849.99000000,34900.00000000,18.02780500,1627255739999,628915.48357975,681,14.03209600,489600.16457002,0
2021-07-25 16:29:59.999,1627255740000,34900.00000000,34914.11000000,34857.15000000,34905.45000000,23.57065400,1627255799999,822274.66454843,699,9.86431700,344148.64689949,0
2021-07-25 16:30:59.999,1627255800000,34902.05000000,34924.19000000,34861.64000000,34892.98000000,24.96572700,1627255859999,871211.59137692,616,14.01568200,489014.23989282,0
2021-07-25 16:31:59.999,1627255860000,34892.98000000,34950.00000000,34892.19000000,34918.43000000,36.88861200,1627255919999,1288491.36597635,858,21.07941600,736160.38520745,0
2021-07-25 16:32:59.999,1627255920000,34918.43000000,34921.32000000,34892.93000000,34919.06000000,12.36158200,1627255979999,431536.83461139,358,3.62852100,126684.13342088,0
2021-07-25 16:33:59.999,1627255980000,34919.06000000,34919.07000000,34894.61000000,34903.82000000,18.76533800,1627256039999,655105.86719303,291,10.43733000,364376.75828629,0
2021-07-25 16:34:59.999,1627256040000,34903.82000000,34980.00000000,34903.76000000,34952.96000000,80.77968000,1627256099999,2823429.77784706,853,66.83231700,2335821.12159093,0
2021-07-25 16:35:59.999,1627256100000,34952.96000000,35000.00000000,34937.41000000,34998.91000000,85.17631200,1627256159999,2980394.76405914,1837,72.24151500,2527864.30642375,0
2021-07-25 16:36:59.999,1627256160000,34998.90000000,35033.28000000,34942.95000000,35000.00000000,88.19091900,1627256219999,3085850.33679397,1671,58.08993400,2032633.44193145,0
2021-07-25 16:37:59.999,1627256220000,34999.99000000,35007.99000000,34985.83000000,34994.94000000,11.36445600,1627256279999,397719.97313240,346,6.67512200,233598.19149151,0
2021-07-25 16:38:59.999,1627256280000,34994.90000000,35057.82000000,34992.92000000,35036.22000000,49.15775800,1627256339999,1721884.29873566,1031,29.99746200,1050775.26325081,0
